2022-08-07T13:45:03.000Z,A0NeWvUpv1N272n,1,0.088,0.088,0.000013239926999999999,5AQd/ZL8vcxt8Hq,MdfrnH60Nd@google.com
2022-08-07T13:45:04.000Z,A0NeWvUpv1N272n,2,0.114,0.067,0.000026479853999999998,bMiZUKDSJjCLcJb,MdfrnH60Nd@google.com
,,,,,,bZRykkXUhtiTY/t,MdfrnH60Nd@google.com
2022-08-07T13:45:05.000Z,A0NeWvUpv1N272n,2,0.064,0.049,0.000026479853999999998,bZRykkXUhtiTY/t,MdfrnH60Nd@google.com
,,,,,,bMiZUKDSJjCLcJb,MdfrnH60Nd@google.com
2022-08-07T13:45:10.000Z,A0NeWvUpv1N272n,1,0.067,0.067,0.000013239926999999999,tpC0eHiSjyNWjHP,MdfrnH60Nd@google.com
2022-08-07T13:45:11.000Z,A0NeWvUpv1N272n,1,0.111,0.111,0.000013239926999999999,2CHMQu8OAAa77Rf,MdfrnH60Nd@google.com
2022-08-07T13:45:15.000Z,A0NeWvUpv1N272n,1,0.048,0.048,0.000008801171,O9MovtPM9FCceLM,MdfrnH60Nd@google.com
2022-08-07T13:45:16.000Z,A0NeWvUpv1N272n,1,0.027,0.027,0.000008801171,O9MovtPM9FCceLM,MdfrnH60Nd@google.com
2022-08-07T13:45:21.000Z,A0NeWvUpv1N272n,1,0.103,0.103,0.000013239926999999999,l+hnOySMZcimluL,MdfrnH60Nd@google.com
2022-08-07T13:45:22.000Z,A0NeWvUpv1N272n,1,0.132,0.132,0.000013239926999999999,L1kLCFeibKVtOrm,MdfrnH60Nd@google.com
2022-08-07T13:45:23.000Z,A0NeWvUpv1N272n,1,0.004,0.004,0.000013239926999999999,L1kLCFeibKVtOrm,MdfrnH60Nd@google.com
2022-08-07T13:45:24.000Z,A0NeWvUpv1N272n,1,0.089,0.089,0.000013239926999999999,byPjYVL1BAQJ6cZ,MdfrnH60Nd@google.com
2022-08-07T13:45:25.000Z,A0NeWvUpv1N272n,1,0.012,0.012,0.000013239926999999999,byPjYVL1BAQJ6cZ,MdfrnH60Nd@google.com
2022-08-07T13:45:37.000Z,A0NeWvUpv1N272n,1,0.093,0.093,0.000013239926999999999,CyjoS+VKoFsSZ2h,MdfrnH60Nd@google.com
2022-08-07T13:45:38.000Z,A0NeWvUpv1N272n,1,0.102,0.102,0.000013239926999999999,3ZkAWXJse4DQdQt,MdfrnH60Nd@google.com
2022-08-07T13:45:39.000Z,A0NeWvUpv1N272n,1,0.018,0.018,0.000013239926999999999,4IcGUDcyq5qZT9+,MdfrnH60Nd@google.com
2022-08-07T13:45:40.000Z,A0NeWvUpv1N272n,1,0.061,0.061,0.000013239926999999999,4IcGUDcyq5qZT9+,MdfrnH60Nd@google.com
2022-08-07T13:45:42.000Z,A0NeWvUpv1N272n,1,0.104,0.104,0.000013239926999999999,BceErXs3fgBBg3a,MdfrnH60Nd@google.com
